観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
11001,北海道 宗谷地方,宗谷岬（ソウヤミサキ）,,2020,07,08,11,00,30.5,8,30.5,4,11,00,8,,,162.0,8,2016,09,08,129,4,1995,07,25,1978
11016,北海道 宗谷地方,稚内（ワッカナイ）,47401,2020,07,08,11,00,19.0,8,19.0,4,11,00,8,,,224.0,8,2016,09,08,158,8,1995,07,25,1976
11046,北海道 宗谷地方,礼文（レブン）,,2020,07,08,11,00,14.5,8,14.5,4,11,00,8,,,208.0,8,2014,08,25,107.5,8,2015,07,15,2003
11061,北海道 宗谷地方,声問（コエトイ）,,2020,07,08,11,00,21.5,8,21.5,4,11,00,8,,,194.5,8,2016,09,08,107.0,8,2015,07,16,2003
11076,北海道 宗谷地方,浜鬼志別（ハマオニシベツ）,,2020,07,08,11,00,49.5,8,49.5,4,11,00,8,,,171,8,1981,08,06,148.0,8,2015,07,16,1978
11091,北海道 宗谷地方,本泊（モトドマリ）,,2020,07,08,11,00,10.0,8,10.0,4,11,00,8,,,229.0,8,2016,09,08,140.5,8,2012,07,14,2003
11121,北海道 宗谷地方,沼川（ヌマカワ）,,2020,07,08,11,00,42.5,8,42.5,4,11,00,8,,,149,8,1997,08,05,137.0,8,2010,07,30,1977
11151,北海道 宗谷地方,沓形（クツガタ）,,2020,07,08,11,00,15.0,8,15.0,4,11,00,8,,,224.0,8,2016,09,08,128.5,8,2010,07,30,1976
11176,北海道 宗谷地方,豊富（トヨトミ）,,2020,07,08,11,00,53.0,8,53.0,4,11,00,8,,,186,8,1999,08,01,151.0,8,2010,07,30,1976
11206,北海道 宗谷地方,浜頓別（ハマトンベツ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,177,8,1997,08,05,132,8,1999,07,27,1976
11276,北海道 宗谷地方,中頓別（ナカトンベツ）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,176,8,1981,08,06,175.0,8,2010,07,30,1976
11291,北海道 宗谷地方,北見枝幸（キタミエサシ）,47402,2020,07,08,11,00,6.5,8,6.5,4,11,00,8,,,182,8,1981,08,06,133.0,8,2010,07,30,1976
11316,北海道 宗谷地方,歌登（ウタノボリ）,,2020,07,08,11,00,4.5,8,4.5,4,11,00,8,,,220,8,1988,10,31,131,8,2001,07,08,1976
13011,北海道 宗谷地方,幌延（ホロノベ）,,2020,07,08,11,00,21.5,8,21.5,4,11,00,8,,,158.5,8,2010,07,30,158.5,8,2010,07,30,2006
12011,北海道 上川地方,中川（ナカガワ）,,2020,07,08,11,00,11.0,8,11.0,4,11,00,8,,,236.0,8,2010,08,14,186.0,8,2010,07,30,1977
12041,北海道 上川地方,音威子府（オトイネップ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,224,8,1981,08,06,151.0,8,2010,07,30,1978
12066,北海道 上川地方,小車（オグルマ）,,2020,07,08,11,00,13.0,8,13.0,4,11,00,8,,,190,8,2006,10,10,127.5,4,2010,07,30,2006
12141,北海道 上川地方,美深（ビフカ）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,230,4,1981,08,06,137.0,8,2010,07,30,1976
12181,北海道 上川地方,名寄（ナヨロ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,196,4,1981,08,06,149.5,8,2010,07,30,1976
12217,北海道 上川地方,西風連（ニシフウレン）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,181.5,8,2011,09,04,147.5,8,2010,07,30,2006
12231,北海道 上川地方,下川（シモカワ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,267,8,1981,08,06,113.0,8,2010,07,30,1976
12256,北海道 上川地方,剣淵（ケンブチ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,205.0,8,2011,09,05,124.0,8,2016,07,31,2006
12261,北海道 上川地方,士別（シベツ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,283,8,1981,08,06,123.5,8,2010,07,30,1976
12266,北海道 上川地方,朝日（アサヒ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,280,8,1981,08,06,131.5,8,2018,07,05,1976
12301,北海道 上川地方,和寒（ワッサム）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,297,8,1981,08,06,163.5,8,2018,07,05,1977
12386,北海道 上川地方,江丹別（エタンベツ）,,2020,07,08,11,00,4.5,8,4.5,4,11,00,8,,,278,8,1981,08,06,184.5,8,2018,07,05,1977
12396,北海道 上川地方,比布（ピップ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,264,4,1981,08,06,147.0,8,2018,07,05,1976
12411,北海道 上川地方,上川（カミカワ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,194.0,8,2016,08,23,146.0,8,2018,07,04,1976
12442,北海道 上川地方,旭川（アサヒカワ）,47407,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,297,8,1981,08,06,188.5,8,2018,07,05,1976
12451,北海道 上川地方,東川（ヒガシカワ）,,2020,07,08,11,00,17.0,8,17.0,4,11,00,8,,,224,8,1981,08,06,198.5,8,2018,07,05,1977
12457,北海道 上川地方,瑞穂（ミズホ）,,2020,07,08,11,00,15.0,8,15.0,4,11,00,8,,,223.5,8,2018,07,05,223.5,8,2018,07,05,1984
12471,北海道 上川地方,層雲峡（ソウウンキョウ）,,2020,07,08,11,00,11.5,8,11.5,4,11,00,8,,,263,4,1981,08,06,179.5,8,2018,07,04,1976
12501,北海道 上川地方,東神楽（ヒガシカグラ）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,186.5,8,2018,07,05,186.5,8,2018,07,05,2003
12512,北海道 上川地方,志比内（シビナイ）,,2020,07,08,11,00,11.0,8,11.0,4,11,00,8,,,220,8,1994,08,15,212.5,8,2018,07,05,1993
12551,北海道 上川地方,美瑛（ビエイ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,220,4,1981,08,06,185.5,8,2018,07,05,1976
12596,北海道 上川地方,上富良野（カミフラノ）,,2020,07,08,11,00,8.0,8,8.0,4,11,00,8,,,269,4,1981,08,07,189.0,8,2011,07,16,1977
12607,北海道 上川地方,白金（シロガネ）,,2020,07,08,11,00,7.5,8,7.5,4,11,00,8,,,273.0,8,2016,08,23,199.5,8,2018,07,05,1984
12626,北海道 上川地方,富良野（フラノ）,,2020,07,08,11,00,7.0,8,7.0,4,11,00,8,,,232.0,8,2011,09,05,129.5,8,2018,07,05,1976
12632,北海道 上川地方,麓郷（ロクゴウ）,,2020,07,08,11,00,7.5,8,7.5,4,11,00,8,,,216.5,8,2016,08,23,126.0,8,2018,07,05,1978
12686,北海道 上川地方,金山（カナヤマ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,219.0,8,2012,09,12,135.5,8,2018,07,05,2006
12691,北海道 上川地方,幾寅（イクトラ）,,2020,07,08,11,00,10.0,8,10.0,4,11,00,8,,,266,8,2001,09,12,131.5,8,2018,07,05,1977
12746,北海道 上川地方,占冠（シムカップ）,,2020,07,08,11,00,10.5,8,10.5,4,11,00,8,,,277,8,2001,09,12,174,8,1999,07,31,1977
15041,北海道 上川地方,朱鞠内（シュマリナイ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,262,8,1981,08,06,189,8,1999,07,31,1978
15076,北海道 上川地方,幌加内（ホロカナイ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,276,8,1981,08,06,155.5,8,2018,07,05,1976
13061,北海道 留萌地方,天塩（テシオ）,,2020,07,08,11,00,22.0,8,22.0,4,11,00,8,,,184.5,8,2010,07,30,184.5,8,2010,07,30,1976
13086,北海道 留萌地方,遠別（エンベツ）,,2020,07,08,11,00,19.0,8,19.0,4,11,00,8,,,235.0,8,2010,08,14,187.0,8,2010,07,30,1976
13121,北海道 留萌地方,初山別（ショサンベツ）,,2020,07,08,11,00,6.0,8,6.0,4,11,00,8,,,187,8,1981,08,06,147.0,8,2010,07,20,1977
13146,北海道 留萌地方,焼尻（ヤギシリ）,,2020,07,08,11,00,15.0,8,15.0,4,11,00,8,,,191,4,1981,08,06,142.5,8,2010,07,29,1977
13181,北海道 留萌地方,羽幌（ハボロ）,47404,2020,07,08,11,00,4.0,8,4.0,4,11,00,8,,,253,8,1981,08,06,167,8,1999,07,31,1976
13206,北海道 留萌地方,古丹別（コタンベツ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,258,8,1981,08,06,186,8,1999,07,31,1976
13261,北海道 留萌地方,達布（タップ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,280,8,1981,08,06,198.0,8,2018,07,05,1977
13277,北海道 留萌地方,留萌（ルモイ）,47406,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,249,8,1981,08,06,193.0,8,2018,07,05,1976
13311,北海道 留萌地方,増毛（マシケ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,236,8,1981,08,06,168.5,8,2018,07,05,1976
13321,北海道 留萌地方,幌糠（ホロヌカ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,280,8,1981,08,06,180.5,8,2018,07,05,1977
14026,北海道 石狩地方,浜益（ハママス）,,2020,07,08,11,00,7.5,8,7.5,4,11,00,8,,,265.0,8,2011,09,05,161,8,1999,07,31,1977
14071,北海道 石狩地方,厚田（アツタ）,,2020,07,08,11,00,31.0,8,31.0,4,11,00,8,,,290,8,1981,08,06,118.5,8,2018,07,05,1977
14101,北海道 石狩地方,新篠津（シンシノツ）,,2020,07,08,11,00,6.5,8,6.5,4,11,00,8,,,327,8,1981,08,06,92,8,2000,07,27,1976
14116,北海道 石狩地方,山口（ヤマグチ）,,2020,07,08,11,00,34.0,8,34.0,4,11,00,8,,,266,4,1981,08,06,108.5,8,2018,07,05,1976
14121,北海道 石狩地方,石狩（イシカリ）,,2020,07,08,11,00,19.0,8,19.0,4,11,00,8,,,132,8,2001,09,13,98.5,8,2018,07,05,1990
14136,北海道 石狩地方,江別（エベツ）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,153,8,2001,09,13,98.0,8,2018,07,05,2000
14157,北海道 石狩地方,手稲山（テイネヤマ）,,2020,07,08,11,00,30.0,8,30.0,4,11,00,8,,,242.5,8,2011,09,06,112.0,8,2018,07,05,2010
14163,北海道 石狩地方,札幌（サッポロ）,47412,2020,07,08,11,00,29.0,8,29.0,4,11,00,8,,,293,8,1981,08,06,111.5,8,2018,07,05,1976
14191,北海道 石狩地方,小金湯（コガネユ）,,2020,07,08,11,00,25.5,8,25.5,4,11,00,8,,,283,8,1981,08,24,151.5,8,2018,07,05,1976
14206,北海道 石狩地方,恵庭島松（エニワシママツ）,,2020,07,08,11,00,26.0,8,26.0,4,11,00,8,,,406,8,1981,08,06,133.0,8,2018,07,05,1976
14286,北海道 石狩地方,支笏湖畔（シコツコハン）,,2020,07,08,11,00,35.5,8,35.5,4,11,00,8,,,379.5,8,2014,09,12,276,8,1999,07,16,1976
14296,北海道 石狩地方,千歳（チトセ）,,2020,07,08,11,00,18.0,8,18.0,4,11,00,8,,,220.0,8,2014,09,12,109.5,8,2018,07,05,2003
15116,北海道 空知地方,石狩沼田（イシカリヌマタ）,,2020,07,08,11,00,7.0,8,7.0,4,11,00,8,,,425,8,1988,08,27,168,8,1999,07,31,1976
15161,北海道 空知地方,深川（フカガワ）,,2020,07,08,11,00,12.5,8,12.5,4,11,00,8,,,344,8,1981,08,06,184.5,8,2018,07,05,1976
15197,北海道 空知地方,雨竜（ウリュウ）,,2020,07,08,11,00,17.0,8,17.0,4,11,00,8,,,222.0,8,2011,09,05,152.5,8,2018,07,05,2006
15216,北海道 空知地方,新城（シンジョウ）,,2020,07,08,11,00,5.5,8,5.5,4,11,00,8,,,194,8,1994,08,15,159.5,8,2018,07,05,1984
15231,北海道 空知地方,空知吉野（ソラチヨシノ）,,2020,07,08,11,00,12.0,8,12.0,4,11,00,8,,,286,4,1981,08,06,154.5,8,2018,07,05,1978
15241,北海道 空知地方,滝川（タキカワ）,,2020,07,08,11,00,10.5,8,10.5,4,11,00,8,,,354,8,1981,08,06,164.0,8,2018,07,05,1976
15247,北海道 空知地方,赤平（アカビラ）,,2020,07,08,11,00,10.5,8,10.5,4,11,00,8,,,210.5,8,2016,08,23,163.0,8,2018,07,05,2006
15251,北海道 空知地方,芦別（アシベツ）,,2020,07,08,11,00,5.0,8,5.0,4,11,00,8,,,350,8,1981,08,06,141.0,8,2018,07,05,1976
15276,北海道 空知地方,浦臼（ウラウス）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,200.5,8,2016,08,23,138.5,8,2018,07,05,1983
15311,北海道 空知地方,月形（ツキガタ）,,2020,07,08,11,00,10.5,8,10.5,4,11,00,8,,,280,8,1981,08,06,105.0,8,2018,07,05,1976
15321,北海道 空知地方,美唄（ビバイ）,,2020,07,08,11,00,12.5,8,12.5,4,11,00,8,,,405,8,1981,08,06,108.5,8,2011,07,16,1976
15356,北海道 空知地方,岩見沢（イワミザワ）,47413,2020,07,08,11,00,16.5,8,16.5,4,11,00,8,,,410,8,1981,08,06,119,8,2000,07,25,1976
15391,北海道 空知地方,栗沢（クリサワ）,,2020,07,08,11,00,22.5,8,22.5,4,11,00,8,,,397,4,1981,08,06,116,8,2000,07,27,1976
15431,北海道 空知地方,長沼（ナガヌマ）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,404,4,1981,08,06,137,8,2000,07,27,1976
15442,北海道 空知地方,夕張（ユウバリ）,,2020,07,08,11,00,15.0,8,15.0,4,11,00,8,,,295,8,1981,08,06,188,8,2000,07,27,1976
15451,北海道 空知地方,鹿島（カシマ）,,2020,07,08,11,00,16.0,8,16.0,4,11,00,8,,,270,8,1999,08,02,234,4,1999,07,31,1983
15491,北海道 空知地方,沼の沢（ヌマノサワ）,,2020,07,08,11,00,18.0,8,18.0,4,11,00,8,,,226,8,2001,09,12,141,8,2000,07,27,1983
16026,北海道 後志地方,美国（ビクニ）,,2020,07,08,11,00,17.5,8,17.5,4,11,00,8,,,285.0,8,2011,09,04,224.0,8,2014,07,29,1976
16061,北海道 後志地方,神恵内（カモエナイ）,,2020,07,08,11,00,49.0,8,49.0,4,11,00,8,,,213.0,8,2011,09,04,182.0,8,2010,07,30,1977
16076,北海道 後志地方,余市（ヨイチ）,,2020,07,08,11,00,50.5,8,50.5,4,11,00,8,,,236.0,8,2011,09,05,153.5,8,2010,07,30,1976
16091,北海道 後志地方,小樽（オタル）,47411,2020,07,08,11,00,36.0,8,36.0,4,11,00,8,,,166,8,1981,08,06,124.5,8,2018,07,05,1976
16126,北海道 後志地方,赤井川（アカイガワ）,,2020,07,08,11,00,35.0,8,35.0,4,11,00,8,,,195.0,8,2011,09,04,141.5,8,2018,07,05,1976
16156,北海道 後志地方,共和（キョウワ）,,2020,07,08,11,00,37.5,8,37.5,4,11,00,8,,,177.0,8,2011,09,04,147.5,8,2018,07,05,1976
16206,北海道 後志地方,蘭越（ランコシ）,,2020,07,08,11,00,52.0,8,52.0,4,11,00,8,,,187,8,1999,07,31,187,8,1999,07,31,1976
16217,北海道 後志地方,倶知安（クッチャン）,47433,2020,07,08,11,00,29.0,8,29.0,4,11,00,8,,,196,8,1999,08,02,172,8,1999,07,31,1976
16252,北海道 後志地方,寿都（スッツ）,47421,2020,07,08,11,00,29.0,8,29.0,4,11,00,8,,,232.5,4,2011,09,04,183,8,1999,07,31,1976
16272,北海道 後志地方,ニセコ（ニセコ）,,2020,07,08,11,00,52.5,8,52.5,4,11,00,8,,,182.0,8,2011,09,06,94.0,8,2018,07,05,2010
16281,北海道 後志地方,真狩（マッカリ）,,2020,07,08,11,00,51.5,8,51.5,4,11,00,8,,,211,8,1999,07,31,211,8,1999,07,31,1976
16286,北海道 後志地方,喜茂別（キモベツ）,,2020,07,08,11,00,42.0,4,42.0,4,11,00,8,,,229,8,1981,08,06,207,8,1999,07,31,1976
16321,北海道 後志地方,黒松内（クロマツナイ）,,2020,07,08,11,00,57.0,8,57.0,4,11,00,8,,,220.5,8,2017,09,20,153.5,8,2010,07,30,1976
17036,北海道 網走・北見・紋別地方,雄武（オウム）,47405,2020,07,08,11,00,0.0,8,0.0,4,,,,,,216,8,2001,09,12,140,8,1992,07,31,1976
17076,北海道 網走・北見・紋別地方,興部（オコッペ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,208,8,2001,09,12,146,8,1992,07,31,1976
17091,北海道 網走・北見・紋別地方,西興部（ニシオコッペ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,230,8,2006,10,10,126.0,8,2018,07,06,1976
17112,北海道 網走・北見・紋別地方,紋別（モンベツ）,47435,2020,07,08,11,00,0.0,8,0.0,4,,,,,,217.0,8,2015,10,11,118.0,8,2014,07,29,1976
17116,北海道 網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,188.5,4,2015,10,11,105.5,8,2014,07,29,2003
17166,北海道 網走・北見・紋別地方,湧別（ユウベツ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,203.5,8,2015,10,11,122,8,2000,07,18,1976
17196,北海道 網走・北見・紋別地方,滝上（タキノウエ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,235,8,2001,09,12,143,8,2000,07,18,1976
17211,北海道 網走・北見・紋別地方,上藻別（カミモベツ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,261,8,2006,10,10,127.5,8,2014,07,29,1976
17246,北海道 網走・北見・紋別地方,常呂（トコロ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,182.0,8,2016,08,23,138,8,1978,07,14,1976
17306,北海道 網走・北見・紋別地方,遠軽（エンガル）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,299,8,2006,10,10,130.5,8,2018,07,06,1976
17316,北海道 網走・北見・紋別地方,佐呂間（サロマ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,255,8,2006,10,10,137,8,2001,07,24,1976
17341,北海道 網走・北見・紋別地方,網走（アバシリ）,47409,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,216,8,1992,09,13,91.0,8,2018,07,06,1976
17351,北海道 網走・北見・紋別地方,宇登呂（ウトロ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,430,8,1981,08,07,147,8,2002,07,12,1976
17386,北海道 網走・北見・紋別地方,丸瀬布（マルセップ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,213,8,2006,10,10,184.0,8,2018,07,05,1984
17482,北海道 網走・北見・紋別地方,白滝（シラタキ）,,2020,07,08,11,00,6.0,8,6.0,4,11,00,8,,,199.0,8,2011,09,05,169.0,8,2018,07,05,1993
17501,北海道 網走・北見・紋別地方,生田原（イクタハラ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,219,8,2006,10,10,172.0,8,2018,07,06,1976
17512,北海道 網走・北見・紋別地方,仁頃山（ニコロヤマ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,246,8,2006,10,10,139.5,8,2018,07,06,2006
17521,北海道 網走・北見・紋別地方,北見（キタミ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,195,8,2001,09,13,117.0,8,2018,07,06,1976
17531,北海道 網走・北見・紋別地方,女満別（メマンベツ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,193,8,2006,10,10,93.0,8,2018,07,06,2003
17541,北海道 網走・北見・紋別地方,東藻琴（ヒガシモコト）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,193,8,1992,09,12,110,8,1995,07,17,1978
17546,北海道 網走・北見・紋別地方,小清水（コシミズ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,260,8,1992,09,12,95.0,8,2009,07,28,1976
17561,北海道 網走・北見・紋別地方,斜里（シャリ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,254,8,1992,09,12,85,8,1996,07,14,1976
17596,北海道 網走・北見・紋別地方,留辺蘂（ルベシベ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,192.5,8,2016,08,23,116.5,8,2018,07,05,1976
17607,北海道 網走・北見・紋別地方,境野（サカイノ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,204.0,8,2016,08,23,111.0,8,2018,07,05,1977
17631,北海道 網走・北見・紋別地方,美幌（ビホロ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,183.0,8,2016,08,21,117.5,8,2018,07,06,1976
17642,北海道 網走・北見・紋別地方,山園（ヤマゾノ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,193.0,8,2015,10,11,105.5,8,2018,07,06,2010
17686,北海道 網走・北見・紋別地方,置戸常元（オケトツネモト）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,217.5,8,2016,08,23,141.0,8,2018,07,05,2006
17717,北海道 網走・北見・紋別地方,津別（ツベツ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,217,8,2001,09,13,108.0,8,2018,07,06,1988
17776,北海道 網走・北見・紋別地方,津別二又（ツベツフタマタ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,225,8,2006,10,10,118.5,8,2018,07,06,2006
18038,北海道 根室地方,羅臼（ラウス）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,289.5,8,2016,08,23,135.0,8,2016,07,05,2005
18091,北海道 根室地方,糸櫛別（イトクシベツ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,291.5,4,2016,08,23,216,8,1989,07,01,1978
18136,北海道 根室地方,標津（シベツ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,253.0,8,2016,08,23,149.0,8,2014,07,13,1976
18161,北海道 根室地方,上標津（カミシベツ）,,2020,07,08,11,00,3.0,4,3.0,4,11,00,8,,,213.0,8,2016,08,23,115.5,8,2018,07,06,2003
18171,北海道 根室地方,中標津（ナカシベツ）,,2020,07,08,11,00,1.5,4,1.5,4,11,00,8,,,239.0,8,2016,08,23,190,8,1989,07,01,1976
18174,北海道 根室地方,根室中標津（ネムロナカシベツ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,256.5,8,2016,08,23,138.5,8,2014,07,13,2003
18256,北海道 根室地方,別海（ベツカイ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,253,8,2006,10,10,149.5,8,2014,07,13,1976
18273,北海道 根室地方,根室（ネムロ）,47420,2020,07,08,11,00,1.0,4,1.0,4,11,00,8,,,262,8,1992,09,12,160,8,1996,07,12,1976
18281,北海道 根室地方,納沙布（ノサップ）,,2020,07,08,11,00,1.5,8,2.0,4,03,50,8,,,209,8,1998,09,01,157,8,1996,07,12,1976
18311,北海道 根室地方,厚床（アットコ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,230,8,1992,09,12,153.5,8,2014,07,13,1977
19021,北海道 釧路地方,川湯（カワユ）,,2020,07,08,11,00,0.0,4,0.0,4,,,,,,219,8,1988,11,27,121.5,8,2018,07,06,1976
19051,北海道 釧路地方,弟子屈（テシカガ）,,2020,07,08,11,00,2.0,8,2.5,4,00,20,8,,,205,8,1992,09,12,136,8,2000,07,18,1977
19076,北海道 釧路地方,阿寒湖畔（アカンコハン）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,330,8,1981,08,07,150,8,1989,07,01,1976
19151,北海道 釧路地方,標茶（シベチャ）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,208.5,8,2015,08,13,125.0,8,2018,07,05,1976
19191,北海道 釧路地方,鶴居（ツルイ）,,2020,07,08,11,00,6.5,8,6.5,4,11,00,8,,,219,8,2003,08,10,178,8,2003,07,13,1977
19261,北海道 釧路地方,中徹別（ナカテシベツ）,,2020,07,08,11,00,3.5,8,3.5,4,11,00,8,,,224.0,8,2012,05,06,192,8,1989,07,01,1976
19281,北海道 釧路地方,塘路（トウロ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,198,8,2003,08,11,130.5,8,2014,07,13,1983
19301,北海道 釧路地方,茶内原野（チャナイゲンヤ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,224,8,2001,09,12,165,8,2007,07,23,1984
19311,北海道 釧路地方,榊町（サカキマチ）,,2020,07,08,11,00,2.5,8,2.5,4,11,00,8,,,208,8,1992,09,12,146.5,8,2014,07,13,1977
19346,北海道 釧路地方,阿寒（アカン）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,246.0,8,2012,05,07,218,8,1989,07,01,1976
19347,北海道 釧路地方,鶴丘（ツルオカ）,,2020,07,08,11,00,5.5,8,5.5,4,11,00,8,,,216,8,2003,07,13,216,8,2003,07,13,2003
19376,北海道 釧路地方,太田（オオタ）,,2020,07,08,11,00,2.5,8,2.5,4,11,00,8,,,220.5,8,2015,09,21,177.0,8,2014,07,13,1977
19406,北海道 釧路地方,二俣（フタマタ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,255,8,1977,07,05,255,8,1977,07,05,1976
19416,北海道 釧路地方,白糠（シラヌカ）,,2020,07,08,11,00,3.5,8,3.5,4,11,00,8,,,187,8,2007,09,09,181,8,1990,07,07,1976
19432,北海道 釧路地方,釧路（クシロ）,47418,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,195.0,8,2016,06,19,150,8,2003,07,13,1976
19451,北海道 釧路地方,知方学（チッポマナイ）,,2020,07,08,11,00,3.5,8,3.5,4,11,00,8,,,236,8,1986,09,05,159.5,8,2014,07,13,1978
20047,北海道 十勝地方,三股（ミツマタ）,,2020,07,08,11,00,4.0,8,4.0,4,11,00,8,,,251.0,8,2016,08,23,203.0,8,2018,07,05,2006
20071,北海道 十勝地方,小利別（ショウトシベツ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,216,8,2006,10,10,115.0,8,2018,07,05,1983
20146,北海道 十勝地方,陸別（リクベツ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,183,8,2006,08,19,138.0,8,2018,07,05,1976
20186,北海道 十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,351.5,8,2016,08,31,199,8,1989,07,01,1976
20202,北海道 十勝地方,柏倉（カシワクラ）,,2020,07,08,11,00,2.0,8,2.0,4,11,00,8,,,215,8,2003,08,10,165.5,8,2018,07,05,1983
20222,北海道 十勝地方,上螺湾（カミラワン）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,191,4,1988,11,27,139,8,1998,07,11,1983
20266,北海道 十勝地方,上士幌（カミシホロ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,224,8,2006,08,19,167.5,8,2018,07,05,1976
20276,北海道 十勝地方,足寄（アショロ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,187,8,2003,08,11,149,8,1989,07,01,1976
20331,北海道 十勝地方,押帯（オショップ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,195,8,2003,08,11,161,8,1989,07,01,1983
20341,北海道 十勝地方,本別（ホンベツ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,188,8,2003,08,11,153,8,1989,07,01,1976
